,ResponseId,Condition,influencer_video,susceptfriend_score,vapenext6months_score,vapecurios_score,suscept_total,Sex,Ethnicity,Age,white,asian,black,multi,other,infl_expos,suscept_pretest,video_id,influencer,credibility_median,video_number,credibility_median_rescale,sm_freq_use,sub_30dayuse,cigcan_30dayuse,credibility_median_binary
449,R_306laEj05l5Vzd7,Old Control,vapefriend_mae,3,4,3,1,Female,No,15,0,1,0,0,0,0,1,video5_cred_mae,cred_mae,61,5,1.654295116,1,0,0,1
450,R_306laEj05l5Vzd7,Old Control,vapefriend_zanx,3,4,3,1,Female,No,15,0,1,0,0,0,0,1,video6_cred_zanx,cred_zanx,61,6,1.654295116,1,0,0,1
451,R_30dhkbcKh3wrLdE,Old Control,vapefriend_aby,4,4,4,0,Male,No,15,0,1,0,0,0,0,0,video1_cred_aby,cred_aby,1,1,-0.935575072,1,0,0,0
452,R_30dhkbcKh3wrLdE,Old Control,vapefriend_anna,4,4,4,0,Male,No,15,0,1,0,0,0,0,0,video2_cred_anna,cred_anna,2,2,-0.892410569,1,0,0,0
453,R_30dhkbcKh3wrLdE,Old Control,vapefriend_cham,4,4,4,0,Male,No,15,0,1,0,0,0,0,0,video3_cred_cham,cred_cham,1,3,-0.935575072,1,0,0,0
454,R_30dhkbcKh3wrLdE,Old Control,vapefriend_fab,4,4,4,0,Male,No,15,0,1,0,0,0,0,0,video4_cred_fab,cred_fab,1,4,-0.935575072,1,0,0,0
455,R_30dhkbcKh3wrLdE,Old Control,vapefriend_mae,4,4,4,0,Male,No,15,0,1,0,0,0,0,0,video5_cred_mae,cred_mae,1,5,-0.935575072,1,0,0,0
456,R_30dhkbcKh3wrLdE,Old Control,vapefriend_zanx,4,4,4,0,Male,No,15,0,1,0,0,0,0,0,video6_cred_zanx,cred_zanx,1,6,-0.935575072,1,0,0,0
457,R_31A4wwSbqPrci1r,Old Treat,vapefriend_aby,4,4,4,0,Female,Yes,17,0,0,0,0,1,0,0,video1_cred_aby,cred_aby,0,1,-0.978739575,1,0,0,0
458,R_31A4wwSbqPrci1r,Old Treat,vapefriend_anna,4,4,4,0,Female,Yes,17,0,0,0,0,1,0,0,video2_cred_anna,cred_anna,0,2,-0.978739575,1,0,0,0
459,R_31A4wwSbqPrci1r,Old Treat,vapefriend_cham,4,4,4,0,Female,Yes,17,0,0,0,0,1,0,0,video3_cred_cham,cred_cham,16,3,-0.288107525,1,0,0,1
460,R_31A4wwSbqPrci1r,Old Treat,vapefriend_fab,4,4,4,0,Female,Yes,17,0,0,0,0,1,0,0,video4_cred_fab,cred_fab,0,4,-0.978739575,1,0,0,0
461,R_31A4wwSbqPrci1r,Old Treat,vapefriend_mae,4,4,4,0,Female,Yes,17,0,0,0,0,1,0,0,video5_cred_mae,cred_mae,12,5,-0.460765538,1,0,0,0
462,R_31A4wwSbqPrci1r,Old Treat,vapefriend_zanx,4,4,4,0,Female,Yes,17,0,0,0,0,1,0,0,video6_cred_zanx,cred_zanx,9,6,-0.590259047,1,0,0,0
463,R_31hwFhUaU9fymJJ,Old Control,vapefriend_aby,4,4,4,0,Female,Yes,16,1,0,0,0,0,0,1,video1_cred_aby,cred_aby,29,1,0.273031016,1,0,0,1
464,R_31hwFhUaU9fymJJ,Old Control,vapefriend_anna,4,4,4,0,Female,Yes,16,1,0,0,0,0,0,1,video2_cred_anna,cred_anna,23,2,0.014043997,1,0,0,1
465,R_31hwFhUaU9fymJJ,Old Control,vapefriend_cham,4,4,4,0,Female,Yes,16,1,0,0,0,0,0,1,video3_cred_cham,cred_cham,14,3,-0.374436531,1,0,0,1
466,R_31hwFhUaU9fymJJ,Old Control,vapefriend_fab,4,4,4,0,Female,Yes,16,1,0,0,0,0,0,1,video4_cred_fab,cred_fab,16,4,-0.288107525,1,0,0,1
467,R_31hwFhUaU9fymJJ,Old Control,vapefriend_mae,4,4,4,0,Female,Yes,16,1,0,0,0,0,0,1,video5_cred_mae,cred_mae,9,5,-0.590259047,1,0,0,0
468,R_31hwFhUaU9fymJJ,Old Control,vapefriend_zanx,4,4,4,0,Female,Yes,16,1,0,0,0,0,0,1,video6_cred_zanx,cred_zanx,16.5,6,-0.266525274,1,0,0,1
469,R_32yzUN2j9R1ovZu,Old Treat,vapefriend_aby,4,2,2,1,Male,Yes,16,0,0,0,0,1,1,1,video1_cred_aby,cred_aby,50,1,1.179485582,3,0,0,1
470,R_32yzUN2j9R1ovZu,Old Treat,vapefriend_anna,4,2,2,1,Male,Yes,16,0,0,0,0,1,1,1,video2_cred_anna,cred_anna,50,2,1.179485582,3,0,0,1
471,R_32yzUN2j9R1ovZu,Old Treat,vapefriend_cham,4,2,2,1,Male,Yes,16,0,0,0,0,1,1,1,video3_cred_cham,cred_cham,50,3,1.179485582,3,0,0,1
472,R_32yzUN2j9R1ovZu,Old Treat,vapefriend_fab,4,2,2,1,Male,Yes,16,0,0,0,0,1,1,1,video4_cred_fab,cred_fab,40,4,0.74784055,3,0,0,1
473,R_32yzUN2j9R1ovZu,Old Treat,vapefriend_mae,3,3,2,1,Male,Yes,16,0,0,0,0,1,1,1,video5_cred_mae,cred_mae,45,5,0.963663066,3,0,0,1
474,R_32yzUN2j9R1ovZu,Old Treat,vapefriend_zanx,4,2,2,1,Male,Yes,16,0,0,0,0,1,1,1,video6_cred_zanx,cred_zanx,50,6,1.179485582,3,0,0,1
475,R_33fXDZxniH9ZYJ5,Young Treat,vapefriend_aby,3,3,3,1,Male,No,17,1,0,0,0,0,0,1,video1_cred_aby,cred_aby,21,1,-0.072285009,2,0,0,1
476,R_33fXDZxniH9ZYJ5,Young Treat,vapefriend_anna,3,4,4,1,Male,No,17,1,0,0,0,0,0,1,video2_cred_anna,cred_anna,94,2,3.07872372,2,0,0,1
477,R_33fXDZxniH9ZYJ5,Young Treat,vapefriend_cham,3,3,3,1,Male,No,17,1,0,0,0,0,0,1,video3_cred_cham,cred_cham,6,3,-0.719752556,2,0,0,0
478,R_33fXDZxniH9ZYJ5,Young Treat,vapefriend_fab,4,4,4,0,Male,No,17,1,0,0,0,0,0,1,video4_cred_fab,cred_fab,0,4,-0.978739575,2,0,0,0
479,R_33fXDZxniH9ZYJ5,Young Treat,vapefriend_mae,4,4,4,0,Male,No,17,1,0,0,0,0,0,1,video5_cred_mae,cred_mae,6,5,-0.719752556,2,0,0,0
480,R_33fXDZxniH9ZYJ5,Young Treat,vapefriend_zanx,3,4,3,1,Male,No,17,1,0,0,0,0,0,1,video6_cred_zanx,cred_zanx,12,6,-0.460765538,2,0,0,0
481,R_33yew3qZZooYmAx,Old Control,vapefriend_aby,4,4,4,0,Male,Yes,15,0,0,0,0,1,0,0,video1_cred_aby,cred_aby,0,1,-0.978739575,1,0,0,0
482,R_33yew3qZZooYmAx,Old Control,vapefriend_anna,4,4,4,0,Male,Yes,15,0,0,0,0,1,0,0,video2_cred_anna,cred_anna,0,2,-0.978739575,1,0,0,0
483,R_33yew3qZZooYmAx,Old Control,vapefriend_cham,4,4,4,0,Male,Yes,15,0,0,0,0,1,0,0,video3_cred_cham,cred_cham,0,3,-0.978739575,1,0,0,0
484,R_33yew3qZZooYmAx,Old Control,vapefriend_fab,4,4,4,0,Male,Yes,15,0,0,0,0,1,0,0,video4_cred_fab,cred_fab,0,4,-0.978739575,1,0,0,0
485,R_33yew3qZZooYmAx,Old Control,vapefriend_mae,4,4,4,0,Male,Yes,15,0,0,0,0,1,0,0,video5_cred_mae,cred_mae,0,5,-0.978739575,1,0,0,0
486,R_33yew3qZZooYmAx,Old Control,vapefriend_zanx,4,4,4,0,Male,Yes,15,0,0,0,0,1,0,0,video6_cred_zanx,cred_zanx,0,6,-0.978739575,1,0,0,0
487,R_364EnyYas6GSTKs,Young Control,vapefriend_aby,NA,NA,NA,NA,Female,No,17,0,0,1,0,0,1,0,video1_cred_aby,cred_aby,NA,1,NA,1,0,0,NA
488,R_364EnyYas6GSTKs,Young Control,vapefriend_anna,NA,NA,4,NA,Female,No,17,0,0,1,0,0,1,0,video2_cred_anna,cred_anna,3,2,-0.849246066,1,0,0,0
489,R_364EnyYas6GSTKs,Young Control,vapefriend_cham,NA,NA,NA,NA,Female,No,17,0,0,1,0,0,1,0,video3_cred_cham,cred_cham,NA,3,NA,1,0,0,NA
490,R_364EnyYas6GSTKs,Young Control,vapefriend_fab,NA,NA,NA,NA,Female,No,17,0,0,1,0,0,1,0,video4_cred_fab,cred_fab,0,4,-0.978739575,1,0,0,0
491,R_364EnyYas6GSTKs,Young Control,vapefriend_mae,NA,NA,NA,NA,Female,No,17,0,0,1,0,0,1,0,video5_cred_mae,cred_mae,1,5,-0.935575072,1,0,0,0
492,R_364EnyYas6GSTKs,Young Control,vapefriend_zanx,NA,NA,NA,NA,Female,No,17,0,0,1,0,0,1,0,video6_cred_zanx,cred_zanx,NA,6,NA,1,0,0,NA
493,R_370AL2PzV4xgSRj,Old Control,vapefriend_aby,1,2,1,1,Male,No,17,1,0,0,0,0,1,1,video1_cred_aby,cred_aby,76,1,2.301762663,1,0,0,1
494,R_370AL2PzV4xgSRj,Old Control,vapefriend_anna,2,3,4,1,Male,No,17,1,0,0,0,0,1,1,video2_cred_anna,cred_anna,77,2,2.344927166,1,0,0,1
495,R_370AL2PzV4xgSRj,Old Control,vapefriend_cham,3,2,1,1,Male,No,17,1,0,0,0,0,1,1,video3_cred_cham,cred_cham,82,3,2.560749682,1,0,0,1
496,R_370AL2PzV4xgSRj,Old Control,vapefriend_fab,1,1,3,1,Male,No,17,1,0,0,0,0,1,1,video4_cred_fab,cred_fab,74,4,2.215433657,1,0,0,1
497,R_370AL2PzV4xgSRj,Old Control,vapefriend_mae,2,1,3,1,Male,No,17,1,0,0,0,0,1,1,video5_cred_mae,cred_mae,72,5,2.129104651,1,0,0,1
498,R_370AL2PzV4xgSRj,Old Control,vapefriend_zanx,1,2,2,1,Male,No,17,1,0,0,0,0,1,1,video6_cred_zanx,cred_zanx,74,6,2.215433657,1,0,0,1
499,R_37NGiENZ9vT3BWy,Old Treat,vapefriend_aby,4,4,4,0,Female,Yes,14,0,0,0,0,1,0,0,video1_cred_aby,cred_aby,1,1,-0.935575072,1,0,0,0
500,R_37NGiENZ9vT3BWy,Old Treat,vapefriend_anna,4,4,4,0,Female,Yes,14,0,0,0,0,1,0,0,video2_cred_anna,cred_anna,0,2,-0.978739575,1,0,0,0
501,R_37NGiENZ9vT3BWy,Old Treat,vapefriend_cham,4,4,4,0,Female,Yes,14,0,0,0,0,1,0,0,video3_cred_cham,cred_cham,95,3,3.121888223,1,0,0,1
502,R_37NGiENZ9vT3BWy,Old Treat,vapefriend_fab,4,4,4,0,Female,Yes,14,0,0,0,0,1,0,0,video4_cred_fab,cred_fab,0,4,-0.978739575,1,0,0,0
503,R_37NGiENZ9vT3BWy,Old Treat,vapefriend_mae,4,4,4,0,Female,Yes,14,0,0,0,0,1,0,0,video5_cred_mae,cred_mae,2,5,-0.892410569,1,0,0,0
504,R_37NGiENZ9vT3BWy,Old Treat,vapefriend_zanx,4,4,4,0,Female,Yes,14,0,0,0,0,1,0,0,video6_cred_zanx,cred_zanx,3,6,-0.849246066,1,0,0,0
505,R_37paGNSEIJSL9rs,Old Treat,vapefriend_aby,4,4,4,0,Female,Yes,16,0,0,0,0,1,0,0,video1_cred_aby,cred_aby,0,1,-0.978739575,1,0,0,0
506,R_37paGNSEIJSL9rs,Old Treat,vapefriend_anna,4,4,4,0,Female,Yes,16,0,0,0,0,1,0,0,video2_cred_anna,cred_anna,29,2,0.273031016,1,0,0,1
507,R_37paGNSEIJSL9rs,Old Treat,vapefriend_cham,4,4,4,0,Female,Yes,16,0,0,0,0,1,0,0,video3_cred_cham,cred_cham,19,3,-0.158614016,1,0,0,1
508,R_37paGNSEIJSL9rs,Old Treat,vapefriend_fab,4,4,4,0,Female,Yes,16,0,0,0,0,1,0,0,video4_cred_fab,cred_fab,0,4,-0.978739575,1,0,0,0
509,R_37paGNSEIJSL9rs,Old Treat,vapefriend_mae,4,4,4,0,Female,Yes,16,0,0,0,0,1,0,0,video5_cred_mae,cred_mae,0,5,-0.978739575,1,0,0,0
510,R_37paGNSEIJSL9rs,Old Treat,vapefriend_zanx,4,4,4,0,Female,Yes,16,0,0,0,0,1,0,0,video6_cred_zanx,cred_zanx,0,6,-0.978739575,1,0,0,0
511,R_39rYxfrCK3yLZ7z,Old Treat,vapefriend_aby,4,4,4,0,Female,Yes,17,0,0,0,0,1,1,0,video1_cred_aby,cred_aby,19,1,-0.158614016,1,0,0,1
512,R_39rYxfrCK3yLZ7z,Old Treat,vapefriend_anna,4,4,4,0,Female,Yes,17,0,0,0,0,1,1,0,video2_cred_anna,cred_anna,6,2,-0.719752556,1,0,0,0
513,R_39rYxfrCK3yLZ7z,Old Treat,vapefriend_cham,4,4,4,0,Female,Yes,17,0,0,0,0,1,1,0,video3_cred_cham,cred_cham,30,3,0.316195519,1,0,0,1
514,R_39rYxfrCK3yLZ7z,Old Treat,vapefriend_fab,4,4,4,0,Female,Yes,17,0,0,0,0,1,1,0,video4_cred_fab,cred_fab,3,4,-0.849246066,1,0,0,0
515,R_39rYxfrCK3yLZ7z,Old Treat,vapefriend_mae,4,4,4,0,Female,Yes,17,0,0,0,0,1,1,0,video5_cred_mae,cred_mae,50,5,1.179485582,1,0,0,1
516,R_39rYxfrCK3yLZ7z,Old Treat,vapefriend_zanx,4,4,4,0,Female,Yes,17,0,0,0,0,1,1,0,video6_cred_zanx,cred_zanx,13,6,-0.417601034,1,0,0,0
517,R_39wjfWJKxUfJ4rL,Young Control,vapefriend_aby,4,4,4,0,Female,No,17,1,0,0,0,0,0,0,video1_cred_aby,cred_aby,6,1,-0.719752556,1,0,0,0
518,R_39wjfWJKxUfJ4rL,Young Control,vapefriend_anna,4,4,4,0,Female,No,17,1,0,0,0,0,0,0,video2_cred_anna,cred_anna,8,2,-0.63342355,1,0,0,0
519,R_39wjfWJKxUfJ4rL,Young Control,vapefriend_cham,4,4,4,0,Female,No,17,1,0,0,0,0,0,0,video3_cred_cham,cred_cham,20,3,-0.115449513,1,0,0,1
520,R_39wjfWJKxUfJ4rL,Young Control,vapefriend_fab,4,4,4,0,Female,No,17,1,0,0,0,0,0,0,video4_cred_fab,cred_fab,8,4,-0.63342355,1,0,0,0
521,R_39wjfWJKxUfJ4rL,Young Control,vapefriend_mae,4,4,4,0,Female,No,17,1,0,0,0,0,0,0,video5_cred_mae,cred_mae,4,5,-0.806081563,1,0,0,0
522,R_39wjfWJKxUfJ4rL,Young Control,vapefriend_zanx,4,4,4,0,Female,No,17,1,0,0,0,0,0,0,video6_cred_zanx,cred_zanx,7,6,-0.676588053,1,0,0,0
523,R_3BLwvvBYNsdt67v,Old Treat,vapefriend_aby,4,4,4,0,Female,Yes,17,1,0,0,0,0,0,0,video1_cred_aby,cred_aby,40,1,0.74784055,1,0,0,1
524,R_3BLwvvBYNsdt67v,Old Treat,vapefriend_anna,4,4,4,0,Female,Yes,17,1,0,0,0,0,0,0,video2_cred_anna,cred_anna,37,2,0.618347041,1,0,0,1
525,R_3BLwvvBYNsdt67v,Old Treat,vapefriend_cham,4,4,4,0,Female,Yes,17,1,0,0,0,0,0,0,video3_cred_cham,cred_cham,11,3,-0.503930041,1,0,0,0
526,R_3BLwvvBYNsdt67v,Old Treat,vapefriend_fab,4,4,4,0,Female,Yes,17,1,0,0,0,0,0,0,video4_cred_fab,cred_fab,35,4,0.532018035,1,0,0,1
527,R_3BLwvvBYNsdt67v,Old Treat,vapefriend_mae,4,4,4,0,Female,Yes,17,1,0,0,0,0,0,0,video5_cred_mae,cred_mae,20,5,-0.115449513,1,0,0,1
528,R_3BLwvvBYNsdt67v,Old Treat,vapefriend_zanx,4,4,4,0,Female,Yes,17,1,0,0,0,0,0,0,video6_cred_zanx,cred_zanx,7,6,-0.676588053,1,0,0,0
529,R_3BsTuRG6HphREme,Old Control,vapefriend_aby,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,0,video1_cred_aby,cred_aby,1,1,-0.935575072,1,0,0,0
530,R_3BsTuRG6HphREme,Old Control,vapefriend_anna,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,0,video2_cred_anna,cred_anna,7,2,-0.676588053,1,0,0,0
531,R_3BsTuRG6HphREme,Old Control,vapefriend_cham,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,0,video3_cred_cham,cred_cham,7,3,-0.676588053,1,0,0,0
532,R_3BsTuRG6HphREme,Old Control,vapefriend_fab,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,0,video4_cred_fab,cred_fab,8,4,-0.63342355,1,0,0,0
533,R_3BsTuRG6HphREme,Old Control,vapefriend_mae,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,0,video5_cred_mae,cred_mae,5,5,-0.76291706,1,0,0,0
534,R_3BsTuRG6HphREme,Old Control,vapefriend_zanx,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,0,video6_cred_zanx,cred_zanx,4,6,-0.806081563,1,0,0,0
535,R_3CEx2EqIjxHVOsr,Old Control,vapefriend_aby,4,4,4,0,Female,No,17,0,0,1,0,0,1,1,video1_cred_aby,cred_aby,15,1,-0.331272028,2,0,0,1
536,R_3CEx2EqIjxHVOsr,Old Control,vapefriend_anna,4,4,3,1,Female,No,17,0,0,1,0,0,1,1,video2_cred_anna,cred_anna,23,2,0.014043997,2,0,0,1
537,R_3CEx2EqIjxHVOsr,Old Control,vapefriend_cham,4,4,3,1,Female,No,17,0,0,1,0,0,1,1,video3_cred_cham,cred_cham,35,3,0.532018035,2,0,0,1
538,R_3CEx2EqIjxHVOsr,Old Control,vapefriend_fab,4,4,3,1,Female,No,17,0,0,1,0,0,1,1,video4_cred_fab,cred_fab,11,4,-0.503930041,2,0,0,0
539,R_3CEx2EqIjxHVOsr,Old Control,vapefriend_mae,4,4,3,1,Female,No,17,0,0,1,0,0,1,1,video5_cred_mae,cred_mae,7,5,-0.676588053,2,0,0,0
540,R_3CEx2EqIjxHVOsr,Old Control,vapefriend_zanx,4,4,4,0,Female,No,17,0,0,1,0,0,1,1,video6_cred_zanx,cred_zanx,23,6,0.014043997,2,0,0,1
541,R_3CeNuHoiHmIJH6p,Young Treat,vapefriend_aby,4,4,4,0,Male,No,16,0,1,0,0,0,0,0,video1_cred_aby,cred_aby,41,1,0.791005053,1,0,0,1
542,R_3CeNuHoiHmIJH6p,Young Treat,vapefriend_anna,4,4,4,0,Male,No,16,0,1,0,0,0,0,0,video2_cred_anna,cred_anna,43,2,0.87733406,1,0,0,1
543,R_3CeNuHoiHmIJH6p,Young Treat,vapefriend_cham,4,4,4,0,Male,No,16,0,1,0,0,0,0,0,video3_cred_cham,cred_cham,21,3,-0.072285009,1,0,0,1
544,R_3CeNuHoiHmIJH6p,Young Treat,vapefriend_fab,4,4,4,0,Male,No,16,0,1,0,0,0,0,0,video4_cred_fab,cred_fab,64,4,1.783788626,1,0,0,1
545,R_3CeNuHoiHmIJH6p,Young Treat,vapefriend_mae,4,4,4,0,Male,No,16,0,1,0,0,0,0,0,video5_cred_mae,cred_mae,33,5,0.445689028,1,0,0,1
546,R_3CeNuHoiHmIJH6p,Young Treat,vapefriend_zanx,4,4,4,0,Male,No,16,0,1,0,0,0,0,0,video6_cred_zanx,cred_zanx,21,6,-0.072285009,1,0,0,1
547,R_3CpII6EvZG8X87F,Old Control,vapefriend_aby,4,4,4,0,Female,No,15,1,0,1,1,0,0,0,video1_cred_aby,cred_aby,31,1,0.359360022,1,0,0,1
548,R_3CpII6EvZG8X87F,Old Control,vapefriend_anna,4,4,4,0,Female,No,15,1,0,1,1,0,0,0,video2_cred_anna,cred_anna,15,2,-0.331272028,1,0,0,1
549,R_3CpII6EvZG8X87F,Old Control,vapefriend_cham,4,4,4,0,Female,No,15,1,0,1,1,0,0,0,video3_cred_cham,cred_cham,11,3,-0.503930041,1,0,0,0
550,R_3CpII6EvZG8X87F,Old Control,vapefriend_fab,4,4,4,0,Female,No,15,1,0,1,1,0,0,0,video4_cred_fab,cred_fab,16,4,-0.288107525,1,0,0,1
551,R_3CpII6EvZG8X87F,Old Control,vapefriend_mae,4,4,4,0,Female,No,15,1,0,1,1,0,0,0,video5_cred_mae,cred_mae,13,5,-0.417601034,1,0,0,0
552,R_3CpII6EvZG8X87F,Old Control,vapefriend_zanx,4,4,4,0,Female,No,15,1,0,1,1,0,0,0,video6_cred_zanx,cred_zanx,8,6,-0.63342355,1,0,0,0
553,R_3FQyBo8ZfEKXSu1,Old Control,vapefriend_aby,4,4,4,0,Female,No,14,1,0,0,0,0,0,1,video1_cred_aby,cred_aby,17,1,-0.244943022,3,0,0,1
554,R_3FQyBo8ZfEKXSu1,Old Control,vapefriend_anna,4,4,4,0,Female,No,14,1,0,0,0,0,0,1,video2_cred_anna,cred_anna,21,2,-0.072285009,3,0,0,1
555,R_3FQyBo8ZfEKXSu1,Old Control,vapefriend_cham,4,4,4,0,Female,No,14,1,0,0,0,0,0,1,video3_cred_cham,cred_cham,23,3,0.014043997,3,0,0,1
556,R_3FQyBo8ZfEKXSu1,Old Control,vapefriend_fab,4,4,4,0,Female,No,14,1,0,0,0,0,0,1,video4_cred_fab,cred_fab,11,4,-0.503930041,3,0,0,0
557,R_3FQyBo8ZfEKXSu1,Old Control,vapefriend_mae,4,4,4,0,Female,No,14,1,0,0,0,0,0,1,video5_cred_mae,cred_mae,14,5,-0.374436531,3,0,0,1
558,R_3FQyBo8ZfEKXSu1,Old Control,vapefriend_zanx,4,4,4,0,Female,No,14,1,0,0,0,0,0,1,video6_cred_zanx,cred_zanx,26,6,0.143537506,3,0,0,1
559,R_3FUtkkkL2UehsJX,Old Control,vapefriend_aby,4,4,4,0,Female,Yes,16,1,0,0,0,0,1,0,video1_cred_aby,cred_aby,8,1,-0.63342355,1,0,0,0
560,R_3FUtkkkL2UehsJX,Old Control,vapefriend_anna,4,4,4,0,Female,Yes,16,1,0,0,0,0,1,0,video2_cred_anna,cred_anna,16,2,-0.288107525,1,0,0,1
561,R_3FUtkkkL2UehsJX,Old Control,vapefriend_cham,4,4,4,0,Female,Yes,16,1,0,0,0,0,1,0,video3_cred_cham,cred_cham,0,3,-0.978739575,1,0,0,0
562,R_3FUtkkkL2UehsJX,Old Control,vapefriend_fab,4,4,4,0,Female,Yes,16,1,0,0,0,0,1,0,video4_cred_fab,cred_fab,5,4,-0.76291706,1,0,0,0
563,R_3FUtkkkL2UehsJX,Old Control,vapefriend_mae,3,3,3,1,Female,Yes,16,1,0,0,0,0,1,0,video5_cred_mae,cred_mae,9,5,-0.590259047,1,0,0,0
564,R_3FUtkkkL2UehsJX,Old Control,vapefriend_zanx,4,4,4,0,Female,Yes,16,1,0,0,0,0,1,0,video6_cred_zanx,cred_zanx,0,6,-0.978739575,1,0,0,0
565,R_3FhZvpPtUTkXuNP,Old Control,vapefriend_aby,4,4,4,0,Female,No,17,0,0,1,0,0,0,0,video1_cred_aby,cred_aby,7,1,-0.676588053,1,0,0,0
566,R_3FhZvpPtUTkXuNP,Old Control,vapefriend_anna,4,4,4,0,Female,No,17,0,0,1,0,0,0,0,video2_cred_anna,cred_anna,28,2,0.229866513,1,0,0,1
567,R_3FhZvpPtUTkXuNP,Old Control,vapefriend_cham,4,4,4,0,Female,No,17,0,0,1,0,0,0,0,video3_cred_cham,cred_cham,50,3,1.179485582,1,0,0,1
568,R_3FhZvpPtUTkXuNP,Old Control,vapefriend_fab,4,4,4,0,Female,No,17,0,0,1,0,0,0,0,video4_cred_fab,cred_fab,7,4,-0.676588053,1,0,0,0
569,R_3FhZvpPtUTkXuNP,Old Control,vapefriend_mae,4,4,4,0,Female,No,17,0,0,1,0,0,0,0,video5_cred_mae,cred_mae,15,5,-0.331272028,1,0,0,1
570,R_3FhZvpPtUTkXuNP,Old Control,vapefriend_zanx,4,4,4,0,Female,No,17,0,0,1,0,0,0,0,video6_cred_zanx,cred_zanx,9,6,-0.590259047,1,0,0,0
571,R_3HTzbQb8wxEtYi4,Old Treat,vapefriend_aby,3,4,4,1,Female,Yes,15,0,0,0,0,1,0,1,video1_cred_aby,cred_aby,10,1,-0.547094544,1,0,0,0
572,R_3HTzbQb8wxEtYi4,Old Treat,vapefriend_anna,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,1,video2_cred_anna,cred_anna,5,2,-0.76291706,1,0,0,0
573,R_3HTzbQb8wxEtYi4,Old Treat,vapefriend_cham,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,1,video3_cred_cham,cred_cham,20,3,-0.115449513,1,0,0,1
574,R_3HTzbQb8wxEtYi4,Old Treat,vapefriend_fab,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,1,video4_cred_fab,cred_fab,10,4,-0.547094544,1,0,0,0
575,R_3HTzbQb8wxEtYi4,Old Treat,vapefriend_mae,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,1,video5_cred_mae,cred_mae,35,5,0.532018035,1,0,0,1
576,R_3HTzbQb8wxEtYi4,Old Treat,vapefriend_zanx,4,4,4,0,Female,Yes,15,0,0,0,0,1,0,1,video6_cred_zanx,cred_zanx,15,6,-0.331272028,1,0,0,1
577,R_3I5CNmx7T50QCcm,Young Treat,vapefriend_aby,4,4,4,0,Female,No,16,1,0,0,0,0,0,1,video1_cred_aby,cred_aby,0,1,-0.978739575,1,0,0,0
578,R_3I5CNmx7T50QCcm,Young Treat,vapefriend_anna,4,4,4,0,Female,No,16,1,0,0,0,0,0,1,video2_cred_anna,cred_anna,0,2,-0.978739575,1,0,0,0
579,R_3I5CNmx7T50QCcm,Young Treat,vapefriend_cham,4,4,4,0,Female,No,16,1,0,0,0,0,0,1,video3_cred_cham,cred_cham,0,3,-0.978739575,1,0,0,0
580,R_3I5CNmx7T50QCcm,Young Treat,vapefriend_fab,4,4,4,0,Female,No,16,1,0,0,0,0,0,1,video4_cred_fab,cred_fab,0,4,-0.978739575,1,0,0,0
581,R_3I5CNmx7T50QCcm,Young Treat,vapefriend_mae,4,4,4,0,Female,No,16,1,0,0,0,0,0,1,video5_cred_mae,cred_mae,14,5,-0.374436531,1,0,0,1
582,R_3I5CNmx7T50QCcm,Young Treat,vapefriend_zanx,4,4,4,0,Female,No,16,1,0,0,0,0,0,1,video6_cred_zanx,cred_zanx,0,6,-0.978739575,1,0,0,0
583,R_3IDXMy5c0E025yt,Young Control,vapefriend_aby,4,4,4,0,Male,Yes,14,0,0,0,0,0,0,0,video1_cred_aby,cred_aby,14,1,-0.374436531,1,0,0,1
584,R_3IDXMy5c0E025yt,Young Control,vapefriend_anna,4,4,4,0,Male,Yes,14,0,0,0,0,0,0,0,video2_cred_anna,cred_anna,11,2,-0.503930041,1,0,0,0
585,R_3IDXMy5c0E025yt,Young Control,vapefriend_cham,4,4,4,0,Male,Yes,14,0,0,0,0,0,0,0,video3_cred_cham,cred_cham,8,3,-0.63342355,1,0,0,0
586,R_3IDXMy5c0E025yt,Young Control,vapefriend_fab,4,4,4,0,Male,Yes,14,0,0,0,0,0,0,0,video4_cred_fab,cred_fab,12,4,-0.460765538,1,0,0,0
587,R_3IDXMy5c0E025yt,Young Control,vapefriend_mae,4,4,4,0,Male,Yes,14,0,0,0,0,0,0,0,video5_cred_mae,cred_mae,9,5,-0.590259047,1,0,0,0
588,R_3IDXMy5c0E025yt,Young Control,vapefriend_zanx,4,4,4,0,Male,Yes,14,0,0,0,0,0,0,0,video6_cred_zanx,cred_zanx,8,6,-0.63342355,1,0,0,0
589,R_3IGD34Et91VZPXP,Old Control,vapefriend_aby,4,4,4,0,Female,Yes,17,0,0,1,1,0,0,1,video1_cred_aby,cred_aby,50,1,1.179485582,1,0,0,1
