,ResponseId,Condition,influencer_video,harm_score,harm_score_factor,Condition,Sex,Ethnicity,Age,white,asian,black,multi,other,infl_expos,harmvape_pretest,video_id,influencer,credibility_median,video_number,credibility_median_rescale,sm_freq_use,sub_30dayuse,harm_pretest_binary,credibility_median_binary
758,R_1zMTcNCwlwi23gg,Old Control,harm_anna,2,2,Old Control,Female,No,16,0,0,1,0,0,1,1,video2_cred_anna,cred_anna,14,2,-0.622201239,1,1,0,0
759,R_1zMTcNCwlwi23gg,Old Control,harm_cham,1,1,Old Control,Female,No,16,0,0,1,0,0,1,1,video3_cred_cham,cred_cham,25,3,-0.235385288,1,1,0,1
760,R_1zMTcNCwlwi23gg,Old Control,harm_fab,1,1,Old Control,Female,No,16,0,0,1,0,0,1,1,video4_cred_fab,cred_fab,84,4,1.839354813,1,1,0,1
761,R_1zMTcNCwlwi23gg,Old Control,harm_mae,2,2,Old Control,Female,No,16,0,0,1,0,0,1,1,video5_cred_mae,cred_mae,9,5,-0.798026671,1,1,0,0
762,R_1zMTcNCwlwi23gg,Old Control,harm_zanx,5,5,Old Control,Female,No,16,0,0,1,0,0,1,1,video6_cred_zanx,cred_zanx,0,6,-1.114512449,1,1,0,0
763,R_1zQAV6HC9V8tSx3,Old Treat,harm_aby,2,2,Old Treat,Female,No,16,0,0,1,0,0,0,2,video1_cred_aby,cred_aby,13,1,-0.657366325,1,0,0,0
764,R_1zQAV6HC9V8tSx3,Old Treat,harm_anna,2,2,Old Treat,Female,No,16,0,0,1,0,0,0,2,video2_cred_anna,cred_anna,15,2,-0.587036152,1,0,0,0
765,R_1zQAV6HC9V8tSx3,Old Treat,harm_cham,2,2,Old Treat,Female,No,16,0,0,1,0,0,0,2,video3_cred_cham,cred_cham,17,3,-0.516705979,1,0,0,0
766,R_1zQAV6HC9V8tSx3,Old Treat,harm_fab,2,2,Old Treat,Female,No,16,0,0,1,0,0,0,2,video4_cred_fab,cred_fab,20,4,-0.41121072,1,0,0,0
767,R_1zQAV6HC9V8tSx3,Old Treat,harm_mae,2,2,Old Treat,Female,No,16,0,0,1,0,0,0,2,video5_cred_mae,cred_mae,14,5,-0.622201239,1,0,0,0
768,R_1zQAV6HC9V8tSx3,Old Treat,harm_zanx,2,2,Old Treat,Female,No,16,0,0,1,0,0,0,2,video6_cred_zanx,cred_zanx,27,6,-0.165055115,1,0,0,1
769,R_301wwgqmN8de0ev,Young Control,harm_aby,1,1,Young Control,Male,Yes,17,1,0,0,0,0,1,2,video1_cred_aby,cred_aby,67,1,1.241548344,2,1,0,1
770,R_301wwgqmN8de0ev,Young Control,harm_anna,2,2,Young Control,Male,Yes,17,1,0,0,0,0,1,2,video2_cred_anna,cred_anna,73,2,1.452538862,2,1,0,1
771,R_301wwgqmN8de0ev,Young Control,harm_cham,2,2,Young Control,Male,Yes,17,1,0,0,0,0,1,2,video3_cred_cham,cred_cham,80,3,1.698694468,2,1,0,1
772,R_301wwgqmN8de0ev,Young Control,harm_fab,2,2,Young Control,Male,Yes,17,1,0,0,0,0,1,2,video4_cred_fab,cred_fab,79,4,1.663529381,2,1,0,1
773,R_301wwgqmN8de0ev,Young Control,harm_mae,2,2,Young Control,Male,Yes,17,1,0,0,0,0,1,2,video5_cred_mae,cred_mae,83,5,1.804189727,2,1,0,1
774,R_301wwgqmN8de0ev,Young Control,harm_zanx,1,1,Young Control,Male,Yes,17,1,0,0,0,0,1,2,video6_cred_zanx,cred_zanx,75,6,1.522869035,2,1,0,1
775,R_306laEj05l5Vzd7,Old Control,harm_aby,2,2,Old Control,Female,No,15,0,1,0,0,0,0,2,video1_cred_aby,cred_aby,62,1,1.065722911,1,0,0,1
776,R_306laEj05l5Vzd7,Old Control,harm_anna,2,2,Old Control,Female,No,15,0,1,0,0,0,0,2,video2_cred_anna,cred_anna,38,2,0.221760836,1,0,0,1
777,R_306laEj05l5Vzd7,Old Control,harm_cham,2,2,Old Control,Female,No,15,0,1,0,0,0,0,2,video3_cred_cham,cred_cham,41,3,0.327256096,1,0,0,1
778,R_306laEj05l5Vzd7,Old Control,harm_fab,2,2,Old Control,Female,No,15,0,1,0,0,0,0,2,video4_cred_fab,cred_fab,36,4,0.151430663,1,0,0,1
779,R_306laEj05l5Vzd7,Old Control,harm_mae,2,2,Old Control,Female,No,15,0,1,0,0,0,0,2,video5_cred_mae,cred_mae,61,5,1.030557825,1,0,0,1
780,R_306laEj05l5Vzd7,Old Control,harm_zanx,2,2,Old Control,Female,No,15,0,1,0,0,0,0,2,video6_cred_zanx,cred_zanx,61,6,1.030557825,1,0,0,1
781,R_30ZUghD3rCLawUk,Young Control,harm_aby,2,2,Young Control,Male,No,17,1,0,0,0,0,0,4,video1_cred_aby,cred_aby,77,1,1.593199208,3,1,1,1
782,R_30ZUghD3rCLawUk,Young Control,harm_anna,1,1,Young Control,Male,No,17,1,0,0,0,0,0,4,video2_cred_anna,cred_anna,85,2,1.8745199,3,1,1,1
783,R_30ZUghD3rCLawUk,Young Control,harm_cham,2,2,Young Control,Male,No,17,1,0,0,0,0,0,4,video3_cred_cham,cred_cham,84,3,1.839354813,3,1,1,1
784,R_30ZUghD3rCLawUk,Young Control,harm_fab,1,1,Young Control,Male,No,17,1,0,0,0,0,0,4,video4_cred_fab,cred_fab,83,4,1.804189727,3,1,1,1
785,R_30ZUghD3rCLawUk,Young Control,harm_mae,2,2,Young Control,Male,No,17,1,0,0,0,0,0,4,video5_cred_mae,cred_mae,82,5,1.76902464,3,1,1,1
786,R_30ZUghD3rCLawUk,Young Control,harm_zanx,1,1,Young Control,Male,No,17,1,0,0,0,0,0,4,video6_cred_zanx,cred_zanx,85,6,1.8745199,3,1,1,1
787,R_30dhkbcKh3wrLdE,Old Control,harm_aby,1,1,Old Control,Male,No,15,0,1,0,0,0,0,1,video1_cred_aby,cred_aby,1,1,-1.079347363,1,0,0,0
788,R_30dhkbcKh3wrLdE,Old Control,harm_anna,1,1,Old Control,Male,No,15,0,1,0,0,0,0,1,video2_cred_anna,cred_anna,2,2,-1.044182276,1,0,0,0
789,R_30dhkbcKh3wrLdE,Old Control,harm_cham,1,1,Old Control,Male,No,15,0,1,0,0,0,0,1,video3_cred_cham,cred_cham,1,3,-1.079347363,1,0,0,0
790,R_30dhkbcKh3wrLdE,Old Control,harm_fab,1,1,Old Control,Male,No,15,0,1,0,0,0,0,1,video4_cred_fab,cred_fab,1,4,-1.079347363,1,0,0,0
791,R_30dhkbcKh3wrLdE,Old Control,harm_mae,1,1,Old Control,Male,No,15,0,1,0,0,0,0,1,video5_cred_mae,cred_mae,1,5,-1.079347363,1,0,0,0
792,R_30dhkbcKh3wrLdE,Old Control,harm_zanx,1,1,Old Control,Male,No,15,0,1,0,0,0,0,1,video6_cred_zanx,cred_zanx,1,6,-1.079347363,1,0,0,0
793,R_30kFoP18qx9gs2p,Young Treat,harm_aby,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video1_cred_aby,cred_aby,88,1,1.980015159,2,1,1,1
794,R_30kFoP18qx9gs2p,Young Treat,harm_anna,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video2_cred_anna,cred_anna,92,2,2.120675505,2,1,1,1
795,R_30kFoP18qx9gs2p,Young Treat,harm_cham,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video3_cred_cham,cred_cham,91,3,2.085510419,2,1,1,1
796,R_30kFoP18qx9gs2p,Young Treat,harm_fab,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video4_cred_fab,cred_fab,92,4,2.120675505,2,1,1,1
797,R_30kFoP18qx9gs2p,Young Treat,harm_mae,4,4,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video5_cred_mae,cred_mae,92,5,2.120675505,2,1,1,1
798,R_30kFoP18qx9gs2p,Young Treat,harm_zanx,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video6_cred_zanx,cred_zanx,91,6,2.085510419,2,1,1,1
799,R_31A4wwSbqPrci1r,Old Treat,harm_aby,1,1,Old Treat,Female,Yes,17,0,0,0,0,1,0,1,video1_cred_aby,cred_aby,0,1,-1.114512449,1,0,0,0
800,R_31A4wwSbqPrci1r,Old Treat,harm_anna,1,1,Old Treat,Female,Yes,17,0,0,0,0,1,0,1,video2_cred_anna,cred_anna,0,2,-1.114512449,1,0,0,0
801,R_31A4wwSbqPrci1r,Old Treat,harm_cham,1,1,Old Treat,Female,Yes,17,0,0,0,0,1,0,1,video3_cred_cham,cred_cham,16,3,-0.551871066,1,0,0,0
802,R_31A4wwSbqPrci1r,Old Treat,harm_fab,1,1,Old Treat,Female,Yes,17,0,0,0,0,1,0,1,video4_cred_fab,cred_fab,0,4,-1.114512449,1,0,0,0
803,R_31A4wwSbqPrci1r,Old Treat,harm_mae,1,1,Old Treat,Female,Yes,17,0,0,0,0,1,0,1,video5_cred_mae,cred_mae,12,5,-0.692531412,1,0,0,0
804,R_31A4wwSbqPrci1r,Old Treat,harm_zanx,1,1,Old Treat,Female,Yes,17,0,0,0,0,1,0,1,video6_cred_zanx,cred_zanx,9,6,-0.798026671,1,0,0,0
805,R_31hwFhUaU9fymJJ,Old Control,harm_aby,1,1,Old Control,Female,Yes,16,1,0,0,0,0,0,2,video1_cred_aby,cred_aby,29,1,-0.094724942,1,0,0,1
806,R_31hwFhUaU9fymJJ,Old Control,harm_anna,1,1,Old Control,Female,Yes,16,1,0,0,0,0,0,2,video2_cred_anna,cred_anna,23,2,-0.305715461,1,0,0,1
807,R_31hwFhUaU9fymJJ,Old Control,harm_cham,1,1,Old Control,Female,Yes,16,1,0,0,0,0,0,2,video3_cred_cham,cred_cham,14,3,-0.622201239,1,0,0,0
808,R_31hwFhUaU9fymJJ,Old Control,harm_fab,1,1,Old Control,Female,Yes,16,1,0,0,0,0,0,2,video4_cred_fab,cred_fab,16,4,-0.551871066,1,0,0,0
809,R_31hwFhUaU9fymJJ,Old Control,harm_mae,1,1,Old Control,Female,Yes,16,1,0,0,0,0,0,2,video5_cred_mae,cred_mae,9,5,-0.798026671,1,0,0,0
810,R_31hwFhUaU9fymJJ,Old Control,harm_zanx,1,1,Old Control,Female,Yes,16,1,0,0,0,0,0,2,video6_cred_zanx,cred_zanx,16.5,6,-0.534288523,1,0,0,0
811,R_32PbtmPEbTMIk5J,Old Treat,harm_aby,3,3,Old Treat,Male,No,15,0,0,1,0,0,0,3,video1_cred_aby,cred_aby,73,1,1.452538862,1,1,1,1
812,R_32PbtmPEbTMIk5J,Old Treat,harm_anna,3,3,Old Treat,Male,No,15,0,0,1,0,0,0,3,video2_cred_anna,cred_anna,81,2,1.733859554,1,1,1,1
813,R_32PbtmPEbTMIk5J,Old Treat,harm_cham,3,3,Old Treat,Male,No,15,0,0,1,0,0,0,3,video3_cred_cham,cred_cham,NA,3,NA,1,1,1,NA
814,R_32PbtmPEbTMIk5J,Old Treat,harm_fab,3,3,Old Treat,Male,No,15,0,0,1,0,0,0,3,video4_cred_fab,cred_fab,NA,4,NA,1,1,1,NA
815,R_32PbtmPEbTMIk5J,Old Treat,harm_mae,3,3,Old Treat,Male,No,15,0,0,1,0,0,0,3,video5_cred_mae,cred_mae,NA,5,NA,1,1,1,NA
816,R_32PbtmPEbTMIk5J,Old Treat,harm_zanx,3,3,Old Treat,Male,No,15,0,0,1,0,0,0,3,video6_cred_zanx,cred_zanx,62,6,1.065722911,1,1,1,1
817,R_32RxV7v2t74YOZ6,Old Control,harm_aby,2,2,Old Control,Male,Yes,15,0,0,1,0,0,0,2,video1_cred_aby,cred_aby,84,1,1.839354813,2,1,0,1
818,R_32RxV7v2t74YOZ6,Old Control,harm_anna,2,2,Old Control,Male,Yes,15,0,0,1,0,0,0,2,video2_cred_anna,cred_anna,76,2,1.558034122,2,1,0,1
819,R_32RxV7v2t74YOZ6,Old Control,harm_cham,2,2,Old Control,Male,Yes,15,0,0,1,0,0,0,2,video3_cred_cham,cred_cham,84,3,1.839354813,2,1,0,1
820,R_32RxV7v2t74YOZ6,Old Control,harm_fab,2,2,Old Control,Male,Yes,15,0,0,1,0,0,0,2,video4_cred_fab,cred_fab,79,4,1.663529381,2,1,0,1
821,R_32RxV7v2t74YOZ6,Old Control,harm_mae,2,2,Old Control,Male,Yes,15,0,0,1,0,0,0,2,video5_cred_mae,cred_mae,86,5,1.909684986,2,1,0,1
822,R_32RxV7v2t74YOZ6,Old Control,harm_zanx,2,2,Old Control,Male,Yes,15,0,0,1,0,0,0,2,video6_cred_zanx,cred_zanx,84,6,1.839354813,2,1,0,1
823,R_32eR3PxAuVSD14d,Young Treat,harm_aby,2,2,Young Treat,Male,Yes,15,0,0,1,0,0,1,2,video1_cred_aby,cred_aby,NA,1,NA,3,1,0,NA
824,R_32eR3PxAuVSD14d,Young Treat,harm_anna,2,2,Young Treat,Male,Yes,15,0,0,1,0,0,1,2,video2_cred_anna,cred_anna,NA,2,NA,3,1,0,NA
825,R_32eR3PxAuVSD14d,Young Treat,harm_cham,3,3,Young Treat,Male,Yes,15,0,0,1,0,0,1,2,video3_cred_cham,cred_cham,NA,3,NA,3,1,0,NA
826,R_32eR3PxAuVSD14d,Young Treat,harm_fab,3,3,Young Treat,Male,Yes,15,0,0,1,0,0,1,2,video4_cred_fab,cred_fab,NA,4,NA,3,1,0,NA
827,R_32eR3PxAuVSD14d,Young Treat,harm_mae,2,2,Young Treat,Male,Yes,15,0,0,1,0,0,1,2,video5_cred_mae,cred_mae,NA,5,NA,3,1,0,NA
828,R_32eR3PxAuVSD14d,Young Treat,harm_zanx,2,2,Young Treat,Male,Yes,15,0,0,1,0,0,1,2,video6_cred_zanx,cred_zanx,NA,6,NA,3,1,0,NA
829,R_32lRCtFA7nwuQeo,Young Treat,harm_aby,3,3,Young Treat,Female,NA,16,0,0,0,1,0,1,3,video1_cred_aby,cred_aby,59,1,0.960227652,1,1,1,1
830,R_32lRCtFA7nwuQeo,Young Treat,harm_anna,3,3,Young Treat,Female,NA,16,0,0,0,1,0,1,3,video2_cred_anna,cred_anna,18,2,-0.481540893,1,1,1,0
831,R_32lRCtFA7nwuQeo,Young Treat,harm_cham,3,3,Young Treat,Female,NA,16,0,0,0,1,0,1,3,video3_cred_cham,cred_cham,77,3,1.593199208,1,1,1,1
832,R_32lRCtFA7nwuQeo,Young Treat,harm_fab,3,3,Young Treat,Female,NA,16,0,0,0,1,0,1,3,video4_cred_fab,cred_fab,32,4,0.010770317,1,1,1,1
833,R_32lRCtFA7nwuQeo,Young Treat,harm_mae,3,3,Young Treat,Female,NA,16,0,0,0,1,0,1,3,video5_cred_mae,cred_mae,45,5,0.467916441,1,1,1,1
834,R_32lRCtFA7nwuQeo,Young Treat,harm_zanx,3,3,Young Treat,Female,NA,16,0,0,0,1,0,1,3,video6_cred_zanx,cred_zanx,30,6,-0.059559855,1,1,1,1
835,R_32xMphznfkyDgox,Old Treat,harm_aby,1,1,Old Treat,Female,No,16,1,0,0,0,0,1,1,video1_cred_aby,cred_aby,29,1,-0.094724942,1,1,0,1
836,R_32xMphznfkyDgox,Old Treat,harm_anna,1,1,Old Treat,Female,No,16,1,0,0,0,0,1,1,video2_cred_anna,cred_anna,9,2,-0.798026671,1,1,0,0
837,R_32xMphznfkyDgox,Old Treat,harm_cham,1,1,Old Treat,Female,No,16,1,0,0,0,0,1,1,video3_cred_cham,cred_cham,11,3,-0.727696498,1,1,0,0
838,R_32xMphznfkyDgox,Old Treat,harm_fab,1,1,Old Treat,Female,No,16,1,0,0,0,0,1,1,video4_cred_fab,cred_fab,10,4,-0.762861585,1,1,0,0
839,R_32xMphznfkyDgox,Old Treat,harm_mae,1,1,Old Treat,Female,No,16,1,0,0,0,0,1,1,video5_cred_mae,cred_mae,7,5,-0.868356844,1,1,0,0
840,R_32xMphznfkyDgox,Old Treat,harm_zanx,1,1,Old Treat,Female,No,16,1,0,0,0,0,1,1,video6_cred_zanx,cred_zanx,6,6,-0.903521931,1,1,0,0
841,R_32yzUN2j9R1ovZu,Old Treat,harm_aby,2,2,Old Treat,Male,Yes,16,0,0,0,0,1,1,1,video1_cred_aby,cred_aby,50,1,0.643741874,3,0,0,1
842,R_32yzUN2j9R1ovZu,Old Treat,harm_anna,2,2,Old Treat,Male,Yes,16,0,0,0,0,1,1,1,video2_cred_anna,cred_anna,50,2,0.643741874,3,0,0,1
843,R_32yzUN2j9R1ovZu,Old Treat,harm_cham,2,2,Old Treat,Male,Yes,16,0,0,0,0,1,1,1,video3_cred_cham,cred_cham,50,3,0.643741874,3,0,0,1
844,R_32yzUN2j9R1ovZu,Old Treat,harm_fab,2,2,Old Treat,Male,Yes,16,0,0,0,0,1,1,1,video4_cred_fab,cred_fab,40,4,0.292091009,3,0,0,1
845,R_32yzUN2j9R1ovZu,Old Treat,harm_mae,2,2,Old Treat,Male,Yes,16,0,0,0,0,1,1,1,video5_cred_mae,cred_mae,45,5,0.467916441,3,0,0,1
846,R_32yzUN2j9R1ovZu,Old Treat,harm_zanx,1,1,Old Treat,Male,Yes,16,0,0,0,0,1,1,1,video6_cred_zanx,cred_zanx,50,6,0.643741874,3,0,0,1
847,R_334gUbZGB1HK4BV,Old Treat,harm_aby,2,2,Old Treat,Female,Yes,14,0,0,1,0,0,0,2,video1_cred_aby,cred_aby,NA,1,NA,2,1,0,NA
848,R_334gUbZGB1HK4BV,Old Treat,harm_anna,2,2,Old Treat,Female,Yes,14,0,0,1,0,0,0,2,video2_cred_anna,cred_anna,NA,2,NA,2,1,0,NA
849,R_334gUbZGB1HK4BV,Old Treat,harm_cham,2,2,Old Treat,Female,Yes,14,0,0,1,0,0,0,2,video3_cred_cham,cred_cham,NA,3,NA,2,1,0,NA
850,R_334gUbZGB1HK4BV,Old Treat,harm_fab,2,2,Old Treat,Female,Yes,14,0,0,1,0,0,0,2,video4_cred_fab,cred_fab,79,4,1.663529381,2,1,0,1
851,R_334gUbZGB1HK4BV,Old Treat,harm_mae,2,2,Old Treat,Female,Yes,14,0,0,1,0,0,0,2,video5_cred_mae,cred_mae,NA,5,NA,2,1,0,NA
852,R_334gUbZGB1HK4BV,Old Treat,harm_zanx,2,2,Old Treat,Female,Yes,14,0,0,1,0,0,0,2,video6_cred_zanx,cred_zanx,NA,6,NA,2,1,0,NA
853,R_33fXDZxniH9ZYJ5,Young Treat,harm_aby,2,2,Young Treat,Male,No,17,1,0,0,0,0,0,2,video1_cred_aby,cred_aby,21,1,-0.376045634,2,0,0,0
854,R_33fXDZxniH9ZYJ5,Young Treat,harm_anna,3,3,Young Treat,Male,No,17,1,0,0,0,0,0,2,video2_cred_anna,cred_anna,94,2,2.191005678,2,0,0,1
855,R_33fXDZxniH9ZYJ5,Young Treat,harm_cham,3,3,Young Treat,Male,No,17,1,0,0,0,0,0,2,video3_cred_cham,cred_cham,6,3,-0.903521931,2,0,0,0
856,R_33fXDZxniH9ZYJ5,Young Treat,harm_fab,1,1,Young Treat,Male,No,17,1,0,0,0,0,0,2,video4_cred_fab,cred_fab,0,4,-1.114512449,2,0,0,0
857,R_33fXDZxniH9ZYJ5,Young Treat,harm_mae,1,1,Young Treat,Male,No,17,1,0,0,0,0,0,2,video5_cred_mae,cred_mae,6,5,-0.903521931,2,0,0,0
858,R_33fXDZxniH9ZYJ5,Young Treat,harm_zanx,1,1,Young Treat,Male,No,17,1,0,0,0,0,0,2,video6_cred_zanx,cred_zanx,12,6,-0.692531412,2,0,0,0
859,R_33lrOK4MEzaUWBP,Young Treat,harm_aby,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video1_cred_aby,cred_aby,66,1,1.206383257,2,1,1,1
860,R_33lrOK4MEzaUWBP,Young Treat,harm_anna,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video2_cred_anna,cred_anna,76,2,1.558034122,2,1,1,1
861,R_33lrOK4MEzaUWBP,Young Treat,harm_cham,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video3_cred_cham,cred_cham,61,3,1.030557825,2,1,1,1
862,R_33lrOK4MEzaUWBP,Young Treat,harm_fab,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video4_cred_fab,cred_fab,72,4,1.417373776,2,1,1,1
863,R_33lrOK4MEzaUWBP,Young Treat,harm_mae,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video5_cred_mae,cred_mae,68,5,1.27671343,2,1,1,1
864,R_33lrOK4MEzaUWBP,Young Treat,harm_zanx,3,3,Young Treat,Male,Yes,16,0,0,1,0,0,1,4,video6_cred_zanx,cred_zanx,61,6,1.030557825,2,1,1,1
865,R_33yew3qZZooYmAx,Old Control,harm_aby,2,2,Old Control,Male,Yes,15,0,0,0,0,1,0,2,video1_cred_aby,cred_aby,0,1,-1.114512449,1,0,0,0
866,R_33yew3qZZooYmAx,Old Control,harm_anna,2,2,Old Control,Male,Yes,15,0,0,0,0,1,0,2,video2_cred_anna,cred_anna,0,2,-1.114512449,1,0,0,0
867,R_33yew3qZZooYmAx,Old Control,harm_cham,2,2,Old Control,Male,Yes,15,0,0,0,0,1,0,2,video3_cred_cham,cred_cham,0,3,-1.114512449,1,0,0,0
868,R_33yew3qZZooYmAx,Old Control,harm_fab,2,2,Old Control,Male,Yes,15,0,0,0,0,1,0,2,video4_cred_fab,cred_fab,0,4,-1.114512449,1,0,0,0
869,R_33yew3qZZooYmAx,Old Control,harm_mae,2,2,Old Control,Male,Yes,15,0,0,0,0,1,0,2,video5_cred_mae,cred_mae,0,5,-1.114512449,1,0,0,0
870,R_33yew3qZZooYmAx,Old Control,harm_zanx,2,2,Old Control,Male,Yes,15,0,0,0,0,1,0,2,video6_cred_zanx,cred_zanx,0,6,-1.114512449,1,0,0,0
871,R_34bD4yDb1nqUEEr,Old Treat,harm_aby,3,3,Old Treat,Male,No,17,1,0,0,0,0,1,3,video1_cred_aby,cred_aby,71,1,1.382208689,1,1,1,1
872,R_34bD4yDb1nqUEEr,Old Treat,harm_anna,3,3,Old Treat,Male,No,17,1,0,0,0,0,1,3,video2_cred_anna,cred_anna,58,2,0.925062565,1,1,1,1
873,R_34bD4yDb1nqUEEr,Old Treat,harm_cham,2,2,Old Treat,Male,No,17,1,0,0,0,0,1,3,video3_cred_cham,cred_cham,58,3,0.925062565,1,1,1,1
874,R_34bD4yDb1nqUEEr,Old Treat,harm_fab,3,3,Old Treat,Male,No,17,1,0,0,0,0,1,3,video4_cred_fab,cred_fab,56,4,0.854732392,1,1,1,1
875,R_34bD4yDb1nqUEEr,Old Treat,harm_mae,3,3,Old Treat,Male,No,17,1,0,0,0,0,1,3,video5_cred_mae,cred_mae,64,5,1.136053084,1,1,1,1
876,R_34bD4yDb1nqUEEr,Old Treat,harm_zanx,3,3,Old Treat,Male,No,17,1,0,0,0,0,1,3,video6_cred_zanx,cred_zanx,51,6,0.67890696,1,1,1,1
877,R_34wMQH8aJKM3Ssr,Old Control,harm_aby,3,3,Old Control,Male,No,17,1,0,0,0,0,1,2,video1_cred_aby,cred_aby,65,1,1.171218171,1,1,0,1
878,R_34wMQH8aJKM3Ssr,Old Control,harm_anna,3,3,Old Control,Male,No,17,1,0,0,0,0,1,2,video2_cred_anna,cred_anna,70,2,1.347043603,1,1,0,1
879,R_34wMQH8aJKM3Ssr,Old Control,harm_cham,3,3,Old Control,Male,No,17,1,0,0,0,0,1,2,video3_cred_cham,cred_cham,61,3,1.030557825,1,1,0,1
880,R_34wMQH8aJKM3Ssr,Old Control,harm_fab,2,2,Old Control,Male,No,17,1,0,0,0,0,1,2,video4_cred_fab,cred_fab,66,4,1.206383257,1,1,0,1
881,R_34wMQH8aJKM3Ssr,Old Control,harm_mae,2,2,Old Control,Male,No,17,1,0,0,0,0,1,2,video5_cred_mae,cred_mae,61,5,1.030557825,1,1,0,1
882,R_34wMQH8aJKM3Ssr,Old Control,harm_zanx,2,2,Old Control,Male,No,17,1,0,0,0,0,1,2,video6_cred_zanx,cred_zanx,62,6,1.065722911,1,1,0,1
883,R_364EnyYas6GSTKs,Young Control,harm_aby,1,1,Young Control,Female,No,17,0,0,1,0,0,1,1,video1_cred_aby,cred_aby,NA,1,NA,1,0,0,NA
884,R_364EnyYas6GSTKs,Young Control,harm_anna,1,1,Young Control,Female,No,17,0,0,1,0,0,1,1,video2_cred_anna,cred_anna,3,2,-1.00901719,1,0,0,0
885,R_364EnyYas6GSTKs,Young Control,harm_cham,1,1,Young Control,Female,No,17,0,0,1,0,0,1,1,video3_cred_cham,cred_cham,NA,3,NA,1,0,0,NA
886,R_364EnyYas6GSTKs,Young Control,harm_fab,NA,NA,Young Control,Female,No,17,0,0,1,0,0,1,1,video4_cred_fab,cred_fab,0,4,-1.114512449,1,0,0,0
887,R_364EnyYas6GSTKs,Young Control,harm_mae,NA,NA,Young Control,Female,No,17,0,0,1,0,0,1,1,video5_cred_mae,cred_mae,1,5,-1.079347363,1,0,0,0
888,R_364EnyYas6GSTKs,Young Control,harm_zanx,NA,NA,Young Control,Female,No,17,0,0,1,0,0,1,1,video6_cred_zanx,cred_zanx,NA,6,NA,1,0,0,NA
889,R_370AL2PzV4xgSRj,Old Control,harm_aby,2,2,Old Control,Male,No,17,1,0,0,0,0,1,2,video1_cred_aby,cred_aby,76,1,1.558034122,1,0,0,1
890,R_370AL2PzV4xgSRj,Old Control,harm_anna,2,2,Old Control,Male,No,17,1,0,0,0,0,1,2,video2_cred_anna,cred_anna,77,2,1.593199208,1,0,0,1
891,R_370AL2PzV4xgSRj,Old Control,harm_cham,2,2,Old Control,Male,No,17,1,0,0,0,0,1,2,video3_cred_cham,cred_cham,82,3,1.76902464,1,0,0,1
892,R_370AL2PzV4xgSRj,Old Control,harm_fab,3,3,Old Control,Male,No,17,1,0,0,0,0,1,2,video4_cred_fab,cred_fab,74,4,1.487703949,1,0,0,1
893,R_370AL2PzV4xgSRj,Old Control,harm_mae,3,3,Old Control,Male,No,17,1,0,0,0,0,1,2,video5_cred_mae,cred_mae,72,5,1.417373776,1,0,0,1
894,R_370AL2PzV4xgSRj,Old Control,harm_zanx,2,2,Old Control,Male,No,17,1,0,0,0,0,1,2,video6_cred_zanx,cred_zanx,74,6,1.487703949,1,0,0,1
895,R_37NGiENZ9vT3BWy,Old Treat,harm_aby,4,4,Old Treat,Female,Yes,14,0,0,0,0,1,0,1,video1_cred_aby,cred_aby,1,1,-1.079347363,1,0,0,0
896,R_37NGiENZ9vT3BWy,Old Treat,harm_anna,3,3,Old Treat,Female,Yes,14,0,0,0,0,1,0,1,video2_cred_anna,cred_anna,0,2,-1.114512449,1,0,0,0
897,R_37NGiENZ9vT3BWy,Old Treat,harm_cham,NA,NA,Old Treat,Female,Yes,14,0,0,0,0,1,0,1,video3_cred_cham,cred_cham,95,3,2.226170764,1,0,0,1
898,R_37NGiENZ9vT3BWy,Old Treat,harm_fab,1,1,Old Treat,Female,Yes,14,0,0,0,0,1,0,1,video4_cred_fab,cred_fab,0,4,-1.114512449,1,0,0,0
899,R_37NGiENZ9vT3BWy,Old Treat,harm_mae,2,2,Old Treat,Female,Yes,14,0,0,0,0,1,0,1,video5_cred_mae,cred_mae,2,5,-1.044182276,1,0,0,0
900,R_37NGiENZ9vT3BWy,Old Treat,harm_zanx,1,1,Old Treat,Female,Yes,14,0,0,0,0,1,0,1,video6_cred_zanx,cred_zanx,3,6,-1.00901719,1,0,0,0
901,R_37paGNSEIJSL9rs,Old Treat,harm_aby,1,1,Old Treat,Female,Yes,16,0,0,0,0,1,0,2,video1_cred_aby,cred_aby,0,1,-1.114512449,1,0,0,0
902,R_37paGNSEIJSL9rs,Old Treat,harm_anna,2,2,Old Treat,Female,Yes,16,0,0,0,0,1,0,2,video2_cred_anna,cred_anna,29,2,-0.094724942,1,0,0,1
