,ResponseId,Condition,influencer_video,vape_cool,vape_attr,video_id,influencer,credibility_median,video_number,credibility_median_rescale,Sex,Ethnicity,Age,white,asian,black,multi,other,infl_expos,vape_appeal,vape_appeal_sum,vape_appeal_pretest_sum,vape_appeal_pretest_3cat,vape_appeal_t3,Ethnicity,Sex,sm_freq_use,sub_30dayuse,credibility_median_binary
1226,R_3WwnfNyVauYEJvc,Old Control,anna,4,4,video2_cred_anna,cred_anna,1,2,-1.079347363,Male,Yes,2,0,0,0,0,1,0,4,8,11,High,High,Yes,Male,1,1,0
1227,R_3WwnfNyVauYEJvc,Old Control,cham,7,6,video3_cred_cham,cred_cham,3,3,-1.00901719,Male,Yes,2,0,0,0,0,1,0,6.5,13,11,High,High,Yes,Male,1,1,0
1228,R_3WwnfNyVauYEJvc,Old Control,fab,5,4,video4_cred_fab,cred_fab,1,4,-1.079347363,Male,Yes,2,0,0,0,0,1,0,4.5,9,11,High,High,Yes,Male,1,1,0
1229,R_3WwnfNyVauYEJvc,Old Control,mae,4,4,video5_cred_mae,cred_mae,1,5,-1.079347363,Male,Yes,2,0,0,0,0,1,0,4,8,11,High,High,Yes,Male,1,1,0
1230,R_3WwnfNyVauYEJvc,Old Control,zanx,5,6,video6_cred_zanx,cred_zanx,2,6,-1.044182276,Male,Yes,2,0,0,0,0,1,0,5.5,11,11,High,High,Yes,Male,1,1,0
1231,R_3YFergoOp6GkcSt,Young Treat,aby,0,0,video1_cred_aby,cred_aby,41,1,0.327256096,Female,No,4,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,2,0,1
1232,R_3YFergoOp6GkcSt,Young Treat,anna,0,0,video2_cred_anna,cred_anna,30,2,-0.059559855,Female,No,4,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,2,0,1
1233,R_3YFergoOp6GkcSt,Young Treat,cham,0,0,video3_cred_cham,cred_cham,40,3,0.292091009,Female,No,4,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,2,0,1
1234,R_3YFergoOp6GkcSt,Young Treat,fab,0,0,video4_cred_fab,cred_fab,27,4,-0.165055115,Female,No,4,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,2,0,1
1235,R_3YFergoOp6GkcSt,Young Treat,mae,0,0,video5_cred_mae,cred_mae,50,5,0.643741874,Female,No,4,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,2,0,1
1236,R_3YFergoOp6GkcSt,Young Treat,zanx,0,0,video6_cred_zanx,cred_zanx,30,6,-0.059559855,Female,No,4,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,2,0,1
1237,R_3YPpl0EsNFYnnS7,Young Treat,aby,0,1,video1_cred_aby,cred_aby,8,1,-0.833191758,Female,No,2,1,0,1,1,0,1,0.5,1,NA,NA,Moderate,No,Female,2,0,0
1238,R_3YPpl0EsNFYnnS7,Young Treat,anna,5,4,video2_cred_anna,cred_anna,13,2,-0.657366325,Female,No,2,1,0,1,1,0,1,4.5,9,NA,NA,High,No,Female,2,0,0
1239,R_3YPpl0EsNFYnnS7,Young Treat,cham,0,1,video3_cred_cham,cred_cham,9,3,-0.798026671,Female,No,2,1,0,1,1,0,1,0.5,1,NA,NA,Moderate,No,Female,2,0,0
1240,R_3YPpl0EsNFYnnS7,Young Treat,fab,1,4,video4_cred_fab,cred_fab,6,4,-0.903521931,Female,No,2,1,0,1,1,0,1,2.5,5,NA,NA,High,No,Female,2,0,0
1241,R_3YPpl0EsNFYnnS7,Young Treat,mae,1,1,video5_cred_mae,cred_mae,10,5,-0.762861585,Female,No,2,1,0,1,1,0,1,1,2,NA,NA,Moderate,No,Female,2,0,0
1242,R_3YPpl0EsNFYnnS7,Young Treat,zanx,4,2,video6_cred_zanx,cred_zanx,22,6,-0.340880547,Female,No,2,1,0,1,1,0,1,3,6,NA,NA,High,No,Female,2,0,0
1243,R_3ZHuObmXy6ofoHG,Old Control,aby,0,1,video1_cred_aby,cred_aby,18,1,-0.481540893,Female,Yes,2,0,0,0,0,1,1,0.5,1,1,Low,Moderate,Yes,Female,1,0,0
1244,R_3ZHuObmXy6ofoHG,Old Control,anna,1,0,video2_cred_anna,cred_anna,19,2,-0.446375807,Female,Yes,2,0,0,0,0,1,1,0.5,1,1,Low,Moderate,Yes,Female,1,0,0
1245,R_3ZHuObmXy6ofoHG,Old Control,cham,1,0,video3_cred_cham,cred_cham,46,3,0.503081528,Female,Yes,2,0,0,0,0,1,1,0.5,1,1,Low,Moderate,Yes,Female,1,0,1
1246,R_3ZHuObmXy6ofoHG,Old Control,fab,0,0,video4_cred_fab,cred_fab,20,4,-0.41121072,Female,Yes,2,0,0,0,0,1,1,0,0,1,Low,Low,Yes,Female,1,0,0
1247,R_3ZHuObmXy6ofoHG,Old Control,mae,1,0,video5_cred_mae,cred_mae,32,5,0.010770317,Female,Yes,2,0,0,0,0,1,1,0.5,1,1,Low,Moderate,Yes,Female,1,0,1
1248,R_3ZHuObmXy6ofoHG,Old Control,zanx,0,0,video6_cred_zanx,cred_zanx,8,6,-0.833191758,Female,Yes,2,0,0,0,0,1,1,0,0,1,Low,Low,Yes,Female,1,0,0
1249,R_3aVtlb4TOmOhrsD,Old Treat,aby,5,4,video1_cred_aby,cred_aby,91,1,2.085510419,Female,Yes,4,0,0,0,0,0,1,4.5,9,7,Moderate,High,Yes,Female,1,1,1
1250,R_3aVtlb4TOmOhrsD,Old Treat,anna,2,2,video2_cred_anna,cred_anna,47,2,0.538246614,Female,Yes,4,0,0,0,0,0,1,2,4,7,Moderate,High,Yes,Female,1,1,1
1251,R_3aVtlb4TOmOhrsD,Old Treat,cham,2,3,video3_cred_cham,cred_cham,20,3,-0.41121072,Female,Yes,4,0,0,0,0,0,1,2.5,5,7,Moderate,High,Yes,Female,1,1,0
1252,R_3aVtlb4TOmOhrsD,Old Treat,fab,3,0,video4_cred_fab,cred_fab,19,4,-0.446375807,Female,Yes,4,0,0,0,0,0,1,1.5,3,7,Moderate,Moderate,Yes,Female,1,1,0
1253,R_3aVtlb4TOmOhrsD,Old Treat,mae,3,4,video5_cred_mae,cred_mae,86,5,1.909684986,Female,Yes,4,0,0,0,0,0,1,3.5,7,7,Moderate,High,Yes,Female,1,1,1
1254,R_3aVtlb4TOmOhrsD,Old Treat,zanx,4,3,video6_cred_zanx,cred_zanx,75,6,1.522869035,Female,Yes,4,0,0,0,0,0,1,3.5,7,7,Moderate,High,Yes,Female,1,1,1
1255,R_3aXmUFLEWkOpNQB,Young Treat,aby,0,0,video1_cred_aby,cred_aby,40,1,0.292091009,Female,No,1,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,1,0,1
1256,R_3aXmUFLEWkOpNQB,Young Treat,anna,0,0,video2_cred_anna,cred_anna,30,2,-0.059559855,Female,No,1,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,1,0,1
1257,R_3aXmUFLEWkOpNQB,Young Treat,cham,0,0,video3_cred_cham,cred_cham,100,3,2.401996197,Female,No,1,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,1,0,1
1258,R_3aXmUFLEWkOpNQB,Young Treat,fab,0,0,video4_cred_fab,cred_fab,100,4,2.401996197,Female,No,1,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,1,0,1
1259,R_3aXmUFLEWkOpNQB,Young Treat,mae,0,0,video5_cred_mae,cred_mae,50,5,0.643741874,Female,No,1,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,1,0,1
1260,R_3aXmUFLEWkOpNQB,Young Treat,zanx,0,0,video6_cred_zanx,cred_zanx,71,6,1.382208689,Female,No,1,0,0,1,0,0,0,0,0,0,Low,Low,No,Female,1,0,1
1261,R_3azBmdbOluZnoYh,Old Treat,aby,0,0,video1_cred_aby,cred_aby,0,1,-1.114512449,Female,No,3,1,0,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,0
1262,R_3azBmdbOluZnoYh,Old Treat,anna,2,3,video2_cred_anna,cred_anna,45,2,0.467916441,Female,No,3,1,0,0,0,0,1,2.5,5,0,Low,High,No,Female,1,0,1
1263,R_3azBmdbOluZnoYh,Old Treat,cham,0,0,video3_cred_cham,cred_cham,51,3,0.67890696,Female,No,3,1,0,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,1
1264,R_3azBmdbOluZnoYh,Old Treat,fab,0,0,video4_cred_fab,cred_fab,0,4,-1.114512449,Female,No,3,1,0,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,0
1265,R_3azBmdbOluZnoYh,Old Treat,mae,0,0,video5_cred_mae,cred_mae,21,5,-0.376045634,Female,No,3,1,0,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,0
1266,R_3azBmdbOluZnoYh,Old Treat,zanx,0,0,video6_cred_zanx,cred_zanx,9,6,-0.798026671,Female,No,3,1,0,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,0
1267,R_3coMuFFEkSRlj1v,Young Treat,aby,0,0,video1_cred_aby,cred_aby,16,1,-0.551871066,Female,Yes,4,1,0,0,0,0,1,0,0,7,Moderate,Low,Yes,Female,1,0,0
1268,R_3coMuFFEkSRlj1v,Young Treat,anna,0,1,video2_cred_anna,cred_anna,6,2,-0.903521931,Female,Yes,4,1,0,0,0,0,1,0.5,1,7,Moderate,Moderate,Yes,Female,1,0,0
1269,R_3coMuFFEkSRlj1v,Young Treat,cham,2,1,video3_cred_cham,cred_cham,12,3,-0.692531412,Female,Yes,4,1,0,0,0,0,1,1.5,3,7,Moderate,Moderate,Yes,Female,1,0,0
1270,R_3coMuFFEkSRlj1v,Young Treat,fab,2,3,video4_cred_fab,cred_fab,3,4,-1.00901719,Female,Yes,4,1,0,0,0,0,1,2.5,5,7,Moderate,High,Yes,Female,1,0,0
1271,R_3coMuFFEkSRlj1v,Young Treat,mae,3,3,video5_cred_mae,cred_mae,0,5,-1.114512449,Female,Yes,4,1,0,0,0,0,1,3,6,7,Moderate,High,Yes,Female,1,0,0
1272,R_3coMuFFEkSRlj1v,Young Treat,zanx,0,0,video6_cred_zanx,cred_zanx,8,6,-0.833191758,Female,Yes,4,1,0,0,0,0,1,0,0,7,Moderate,Low,Yes,Female,1,0,0
1273,R_3dGWVDV98LUhyTk,Young Treat,aby,1,1,video1_cred_aby,cred_aby,8,1,-0.833191758,Female,Yes,1,0,0,0,0,1,0,1,2,2,Low,Moderate,Yes,Female,2,0,0
1274,R_3dGWVDV98LUhyTk,Young Treat,anna,1,1,video2_cred_anna,cred_anna,27,2,-0.165055115,Female,Yes,1,0,0,0,0,1,0,1,2,2,Low,Moderate,Yes,Female,2,0,1
1275,R_3dGWVDV98LUhyTk,Young Treat,cham,1,1,video3_cred_cham,cred_cham,15,3,-0.587036152,Female,Yes,1,0,0,0,0,1,0,1,2,2,Low,Moderate,Yes,Female,2,0,0
1276,R_3dGWVDV98LUhyTk,Young Treat,fab,1,1,video4_cred_fab,cred_fab,41,4,0.327256096,Female,Yes,1,0,0,0,0,1,0,1,2,2,Low,Moderate,Yes,Female,2,0,1
1277,R_3dGWVDV98LUhyTk,Young Treat,mae,1,1,video5_cred_mae,cred_mae,8,5,-0.833191758,Female,Yes,1,0,0,0,0,1,0,1,2,2,Low,Moderate,Yes,Female,2,0,0
1278,R_3dGWVDV98LUhyTk,Young Treat,zanx,1,1,video6_cred_zanx,cred_zanx,15,6,-0.587036152,Female,Yes,1,0,0,0,0,1,0,1,2,2,Low,Moderate,Yes,Female,2,0,0
1279,R_3dH8JAqJDE1P6qE,Old Treat,aby,0,0,video1_cred_aby,cred_aby,3,1,-1.00901719,Female,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Female,1,0,0
1280,R_3dH8JAqJDE1P6qE,Old Treat,anna,0,0,video2_cred_anna,cred_anna,0,2,-1.114512449,Female,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Female,1,0,0
1281,R_3dH8JAqJDE1P6qE,Old Treat,cham,0,0,video3_cred_cham,cred_cham,0,3,-1.114512449,Female,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Female,1,0,0
1282,R_3dH8JAqJDE1P6qE,Old Treat,fab,0,0,video4_cred_fab,cred_fab,0,4,-1.114512449,Female,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Female,1,0,0
1283,R_3dH8JAqJDE1P6qE,Old Treat,mae,0,0,video5_cred_mae,cred_mae,0,5,-1.114512449,Female,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Female,1,0,0
1284,R_3dH8JAqJDE1P6qE,Old Treat,zanx,0,0,video6_cred_zanx,cred_zanx,0,6,-1.114512449,Female,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Female,1,0,0
1285,R_3dMXTH5VSzUiibc,Old Treat,aby,1,1,video1_cred_aby,cred_aby,50,1,0.643741874,Female,Yes,4,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,1
1286,R_3dMXTH5VSzUiibc,Old Treat,anna,1,1,video2_cred_anna,cred_anna,5,2,-0.938687017,Female,Yes,4,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1287,R_3dMXTH5VSzUiibc,Old Treat,cham,1,1,video3_cred_cham,cred_cham,27,3,-0.165055115,Female,Yes,4,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,1
1288,R_3dMXTH5VSzUiibc,Old Treat,fab,1,1,video4_cred_fab,cred_fab,6,4,-0.903521931,Female,Yes,4,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1289,R_3dMXTH5VSzUiibc,Old Treat,mae,1,1,video5_cred_mae,cred_mae,10,5,-0.762861585,Female,Yes,4,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1290,R_3dMXTH5VSzUiibc,Old Treat,zanx,1,1,video6_cred_zanx,cred_zanx,15,6,-0.587036152,Female,Yes,4,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1291,R_3e2MuWCpekv9x2k,Old Control,aby,0,0,video1_cred_aby,cred_aby,89,1,2.015180246,Male,No,3,0,1,0,0,0,0,0,0,0,Low,Low,No,Male,3,0,1
1292,R_3e2MuWCpekv9x2k,Old Control,anna,0,0,video2_cred_anna,cred_anna,12,2,-0.692531412,Male,No,3,0,1,0,0,0,0,0,0,0,Low,Low,No,Male,3,0,0
1293,R_3e2MuWCpekv9x2k,Old Control,cham,0,0,video3_cred_cham,cred_cham,73,3,1.452538862,Male,No,3,0,1,0,0,0,0,0,0,0,Low,Low,No,Male,3,0,1
1294,R_3e2MuWCpekv9x2k,Old Control,fab,0,3,video4_cred_fab,cred_fab,17,4,-0.516705979,Male,No,3,0,1,0,0,0,0,1.5,3,0,Low,Moderate,No,Male,3,0,0
1295,R_3e2MuWCpekv9x2k,Old Control,mae,0,3,video5_cred_mae,cred_mae,56,5,0.854732392,Male,No,3,0,1,0,0,0,0,1.5,3,0,Low,Moderate,No,Male,3,0,1
1296,R_3e2MuWCpekv9x2k,Old Control,zanx,7,2,video6_cred_zanx,cred_zanx,13,6,-0.657366325,Male,No,3,0,1,0,0,0,0,4.5,9,0,Low,High,No,Male,3,0,0
1297,R_3exFqjVFnET0B0g,Young Control,aby,1,0,video1_cred_aby,cred_aby,4,1,-0.973852103,Female,Yes,4,1,0,0,0,0,0,0.5,1,2,Low,Moderate,Yes,Female,1,0,0
1298,R_3exFqjVFnET0B0g,Young Control,anna,1,0,video2_cred_anna,cred_anna,1,2,-1.079347363,Female,Yes,4,1,0,0,0,0,0,0.5,1,2,Low,Moderate,Yes,Female,1,0,0
1299,R_3exFqjVFnET0B0g,Young Control,cham,1,2,video3_cred_cham,cred_cham,3,3,-1.00901719,Female,Yes,4,1,0,0,0,0,0,1.5,3,2,Low,Moderate,Yes,Female,1,0,0
1300,R_3exFqjVFnET0B0g,Young Control,fab,1,2,video4_cred_fab,cred_fab,5,4,-0.938687017,Female,Yes,4,1,0,0,0,0,0,1.5,3,2,Low,Moderate,Yes,Female,1,0,0
1301,R_3exFqjVFnET0B0g,Young Control,mae,1,3,video5_cred_mae,cred_mae,9,5,-0.798026671,Female,Yes,4,1,0,0,0,0,0,2,4,2,Low,High,Yes,Female,1,0,0
1302,R_3exFqjVFnET0B0g,Young Control,zanx,1,1,video6_cred_zanx,cred_zanx,6,6,-0.903521931,Female,Yes,4,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1303,R_3f0DwBag0rlDisO,Young Treat,aby,5,6,video1_cred_aby,cred_aby,60,1,0.995392738,Male,No,4,1,0,0,0,0,0,5.5,11,9,Moderate,High,No,Male,1,0,1
1304,R_3f0DwBag0rlDisO,Young Treat,anna,5,4,video2_cred_anna,cred_anna,54,2,0.78440222,Male,No,4,1,0,0,0,0,0,4.5,9,9,Moderate,High,No,Male,1,0,1
1305,R_3f0DwBag0rlDisO,Young Treat,cham,5,4,video3_cred_cham,cred_cham,72,3,1.417373776,Male,No,4,1,0,0,0,0,0,4.5,9,9,Moderate,High,No,Male,1,0,1
1306,R_3f0DwBag0rlDisO,Young Treat,fab,5,5,video4_cred_fab,cred_fab,70,4,1.347043603,Male,No,4,1,0,0,0,0,0,5,10,9,Moderate,High,No,Male,1,0,1
1307,R_3f0DwBag0rlDisO,Young Treat,mae,3,5,video5_cred_mae,cred_mae,73,5,1.452538862,Male,No,4,1,0,0,0,0,0,4,8,9,Moderate,High,No,Male,1,0,1
1308,R_3f0DwBag0rlDisO,Young Treat,zanx,4,5,video6_cred_zanx,cred_zanx,78,6,1.628364295,Male,No,4,1,0,0,0,0,0,4.5,9,9,Moderate,High,No,Male,1,0,1
1309,R_3f2NrTdEaGe306z,Young Treat,aby,3,2,video1_cred_aby,cred_aby,53,1,0.749237133,Male,Yes,4,0,0,1,0,0,0,2.5,5,10,High,High,Yes,Male,1,0,1
1310,R_3f2NrTdEaGe306z,Young Treat,anna,3,4,video2_cred_anna,cred_anna,43,2,0.397586269,Male,Yes,4,0,0,1,0,0,0,3.5,7,10,High,High,Yes,Male,1,0,1
1311,R_3f2NrTdEaGe306z,Young Treat,cham,3,4,video3_cred_cham,cred_cham,40,3,0.292091009,Male,Yes,4,0,0,1,0,0,0,3.5,7,10,High,High,Yes,Male,1,0,1
1312,R_3f2NrTdEaGe306z,Young Treat,fab,3,4,video4_cred_fab,cred_fab,50,4,0.643741874,Male,Yes,4,0,0,1,0,0,0,3.5,7,10,High,High,Yes,Male,1,0,1
1313,R_3f2NrTdEaGe306z,Young Treat,mae,3,5,video5_cred_mae,cred_mae,57,5,0.889897479,Male,Yes,4,0,0,1,0,0,0,4,8,10,High,High,Yes,Male,1,0,1
1314,R_3f2NrTdEaGe306z,Young Treat,zanx,5,3,video6_cred_zanx,cred_zanx,66,6,1.206383257,Male,Yes,4,0,0,1,0,0,0,4,8,10,High,High,Yes,Male,1,0,1
1315,R_3g0oek4mtekdNom,Young Treat,aby,NA,NA,video1_cred_aby,cred_aby,NA,1,NA,Male,Yes,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,Yes,Male,3,1,NA
1316,R_3g0oek4mtekdNom,Young Treat,anna,NA,NA,video2_cred_anna,cred_anna,NA,2,NA,Male,Yes,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,Yes,Male,3,1,NA
1317,R_3g0oek4mtekdNom,Young Treat,cham,NA,NA,video3_cred_cham,cred_cham,NA,3,NA,Male,Yes,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,Yes,Male,3,1,NA
1318,R_3g0oek4mtekdNom,Young Treat,fab,NA,NA,video4_cred_fab,cred_fab,NA,4,NA,Male,Yes,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,Yes,Male,3,1,NA
1319,R_3g0oek4mtekdNom,Young Treat,mae,NA,NA,video5_cred_mae,cred_mae,NA,5,NA,Male,Yes,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,Yes,Male,3,1,NA
1320,R_3g0oek4mtekdNom,Young Treat,zanx,NA,NA,video6_cred_zanx,cred_zanx,NA,6,NA,Male,Yes,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,Yes,Male,3,1,NA
1321,R_3gLn6H8LrFGT1tO,Young Treat,aby,0,0,video1_cred_aby,cred_aby,24,1,-0.270550374,Female,No,4,1,1,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,1
1322,R_3gLn6H8LrFGT1tO,Young Treat,anna,0,0,video2_cred_anna,cred_anna,16,2,-0.551871066,Female,No,4,1,1,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,0
1323,R_3gLn6H8LrFGT1tO,Young Treat,cham,0,0,video3_cred_cham,cred_cham,27,3,-0.165055115,Female,No,4,1,1,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,1
1324,R_3gLn6H8LrFGT1tO,Young Treat,fab,0,0,video4_cred_fab,cred_fab,19,4,-0.446375807,Female,No,4,1,1,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,0
1325,R_3gLn6H8LrFGT1tO,Young Treat,mae,0,0,video5_cred_mae,cred_mae,24,5,-0.270550374,Female,No,4,1,1,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,1
1326,R_3gLn6H8LrFGT1tO,Young Treat,zanx,0,0,video6_cred_zanx,cred_zanx,37,6,0.18659575,Female,No,4,1,1,0,0,0,1,0,0,0,Low,Low,No,Female,1,0,1
1327,R_3gTtwEWnj7mpgpv,Young Treat,aby,7,7,video1_cred_aby,cred_aby,90,1,2.050345332,Male,No,4,0,1,0,0,0,0,7,14,2,Low,High,No,Male,1,0,1
1328,R_3gTtwEWnj7mpgpv,Young Treat,anna,2,2,video2_cred_anna,cred_anna,41,2,0.327256096,Male,No,4,0,1,0,0,0,0,2,4,2,Low,High,No,Male,1,0,1
1329,R_3gTtwEWnj7mpgpv,Young Treat,cham,2,2,video3_cred_cham,cred_cham,33,3,0.045935404,Male,No,4,0,1,0,0,0,0,2,4,2,Low,High,No,Male,1,0,1
1330,R_3gTtwEWnj7mpgpv,Young Treat,fab,4,5,video4_cred_fab,cred_fab,62,4,1.065722911,Male,No,4,0,1,0,0,0,0,4.5,9,2,Low,High,No,Male,1,0,1
1331,R_3gTtwEWnj7mpgpv,Young Treat,mae,3,5,video5_cred_mae,cred_mae,78,5,1.628364295,Male,No,4,0,1,0,0,0,0,4,8,2,Low,High,No,Male,1,0,1
1332,R_3gTtwEWnj7mpgpv,Young Treat,zanx,5,4,video6_cred_zanx,cred_zanx,37,6,0.18659575,Male,No,4,0,1,0,0,0,0,4.5,9,2,Low,High,No,Male,1,0,1
1333,R_3gdNZO8bNqdHSWK,Young Control,aby,4,5,video1_cred_aby,cred_aby,45,1,0.467916441,Male,Yes,4,1,0,0,0,0,0,4.5,9,9,Moderate,High,Yes,Male,1,0,1
1334,R_3gdNZO8bNqdHSWK,Young Control,anna,4,5,video2_cred_anna,cred_anna,53,2,0.749237133,Male,Yes,4,1,0,0,0,0,0,4.5,9,9,Moderate,High,Yes,Male,1,0,1
1335,R_3gdNZO8bNqdHSWK,Young Control,cham,5,4,video3_cred_cham,cred_cham,71,3,1.382208689,Male,Yes,4,1,0,0,0,0,0,4.5,9,9,Moderate,High,Yes,Male,1,0,1
1336,R_3gdNZO8bNqdHSWK,Young Control,fab,4,3,video4_cred_fab,cred_fab,48,4,0.573411701,Male,Yes,4,1,0,0,0,0,0,3.5,7,9,Moderate,High,Yes,Male,1,0,1
1337,R_3gdNZO8bNqdHSWK,Young Control,mae,5,3,video5_cred_mae,cred_mae,60,5,0.995392738,Male,Yes,4,1,0,0,0,0,0,4,8,9,Moderate,High,Yes,Male,1,0,1
1338,R_3gdNZO8bNqdHSWK,Young Control,zanx,5,3,video6_cred_zanx,cred_zanx,46,6,0.503081528,Male,Yes,4,1,0,0,0,0,0,4,8,9,Moderate,High,Yes,Male,1,0,1
1339,R_3iO9vwC5M9aN8jq,Young Treat,aby,0,0,video1_cred_aby,cred_aby,30,1,-0.059559855,Male,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Male,3,0,1
1340,R_3iO9vwC5M9aN8jq,Young Treat,anna,0,0,video2_cred_anna,cred_anna,50,2,0.643741874,Male,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Male,3,0,1
1341,R_3iO9vwC5M9aN8jq,Young Treat,cham,0,0,video3_cred_cham,cred_cham,20,3,-0.41121072,Male,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Male,3,0,0
1342,R_3iO9vwC5M9aN8jq,Young Treat,fab,0,0,video4_cred_fab,cred_fab,50,4,0.643741874,Male,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Male,3,0,1
1343,R_3iO9vwC5M9aN8jq,Young Treat,mae,0,0,video5_cred_mae,cred_mae,40,5,0.292091009,Male,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Male,3,0,1
1344,R_3iO9vwC5M9aN8jq,Young Treat,zanx,0,0,video6_cred_zanx,cred_zanx,20,6,-0.41121072,Male,Yes,4,0,0,0,0,1,0,0,0,0,Low,Low,Yes,Male,3,0,0
1345,R_3ih8DgUYfxNf2I9,Old Control,aby,1,1,video1_cred_aby,cred_aby,30,1,-0.059559855,Female,Yes,3,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,1
1346,R_3ih8DgUYfxNf2I9,Old Control,anna,1,1,video2_cred_anna,cred_anna,18,2,-0.481540893,Female,Yes,3,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1347,R_3ih8DgUYfxNf2I9,Old Control,cham,1,1,video3_cred_cham,cred_cham,19,3,-0.446375807,Female,Yes,3,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1348,R_3ih8DgUYfxNf2I9,Old Control,fab,1,1,video4_cred_fab,cred_fab,13,4,-0.657366325,Female,Yes,3,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1349,R_3ih8DgUYfxNf2I9,Old Control,mae,1,1,video5_cred_mae,cred_mae,29,5,-0.094724942,Female,Yes,3,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,1
1350,R_3ih8DgUYfxNf2I9,Old Control,zanx,1,1,video6_cred_zanx,cred_zanx,16,6,-0.551871066,Female,Yes,3,1,0,0,0,0,0,1,2,2,Low,Moderate,Yes,Female,1,0,0
1351,R_3irmJh5sW81tsvd,Old Treat,aby,1,1,video1_cred_aby,cred_aby,51,1,0.67890696,Female,Yes,4,0,0,0,0,1,1,1,2,5,Moderate,Moderate,Yes,Female,1,1,1
1352,R_3irmJh5sW81tsvd,Old Treat,anna,1,1,video2_cred_anna,cred_anna,50,2,0.643741874,Female,Yes,4,0,0,0,0,1,1,1,2,5,Moderate,Moderate,Yes,Female,1,1,1
1353,R_3irmJh5sW81tsvd,Old Treat,cham,1,1,video3_cred_cham,cred_cham,70,3,1.347043603,Female,Yes,4,0,0,0,0,1,1,1,2,5,Moderate,Moderate,Yes,Female,1,1,1
1354,R_3irmJh5sW81tsvd,Old Treat,fab,1,1,video4_cred_fab,cred_fab,55,4,0.819567306,Female,Yes,4,0,0,0,0,1,1,1,2,5,Moderate,Moderate,Yes,Female,1,1,1
1355,R_3irmJh5sW81tsvd,Old Treat,mae,1,1,video5_cred_mae,cred_mae,70,5,1.347043603,Female,Yes,4,0,0,0,0,1,1,1,2,5,Moderate,Moderate,Yes,Female,1,1,1
1356,R_3irmJh5sW81tsvd,Old Treat,zanx,1,1,video6_cred_zanx,cred_zanx,19,6,-0.446375807,Female,Yes,4,0,0,0,0,1,1,1,2,5,Moderate,Moderate,Yes,Female,1,1,0
